SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	URBANIZATION	URBANIZATION_DESC	INCOME_WEALTH_QUANTILE	INCOME_WEALTH_QUANTILE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_1800	Total number of people living in slums	G	Global	4	Country or Area	66.02688198	33.83160199	4	Afghanistan	2015	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	_T	Total	_T	Total (national average) or no breakdown	16228.68	NUMBER	Number	0	Units	nan	nan	DHS	nan	Latest available year (2012-2017)	nan
S_1800	Total number of people living in slums	G	Global	4	Country or Area	89.17660788	22.86961622	50	Bangladesh	2017	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	_T	Total	_T	Total (national average) or no breakdown	7264.5107	NUMBER	Number	0	Units	nan	nan	DHS	nan	Latest available year (2012-2017)	nan
S_1800	Total number of people living in slums	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2015	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	_T	Total	_T	Total (national average) or no breakdown	5414.09287	NUMBER	Number	0	Units	nan	nan	DHS	nan	Latest available year (2012-2017)	nan
S_1800	Total number of people living in slums	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	2014	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	_T	Total	_T	Total (national average) or no breakdown	3562.6101	NUMBER	Number	0	Units	nan	nan	DHS	nan	Latest available year (2012-2017)	nan
S_1800	Total number of people living in slums	G	Global	4	Country or Area	79.3608464	22.34642074	356	India	2015	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	_T	Total	_T	Total (national average) or no breakdown	291850.57	NUMBER	Number	0	Units	nan	nan	DHS	nan	Latest available year (2012-2017)	nan
S_1800	Total number of people living in slums	G	Global	4	Country or Area	113.9174	-0.9945822040000001	360	Indonesia	2017	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	_T	Total	_T	Total (national average) or no breakdown	15491.606000000002	NUMBER	Number	0	Units	nan	nan	DHS	nan	Latest available year (2012-2017)	nan
S_1800	Total number of people living in slums	G	Global	4	Country or Area	101.99019679999999	20.27482773	418	Lao People's Democratic Republic	2017	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	_T	Total	_T	Total (national average) or no breakdown	2660.8572	NUMBER	Number	0	Units	nan	nan	DHS	nan	Latest available year (2012-2017)	nan
S_1800	Total number of people living in slums	G	Global	4	Country or Area	73.09672546	-0.614385021	462	Maldives	2016	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	_T	Total	_T	Total (national average) or no breakdown	4088.9242	NUMBER	Number	0	Units	nan	nan	DHS	nan	Latest available year (2012-2017)	nan
S_1800	Total number of people living in slums	G	Global	4	Country or Area	83.94678863	28.25866332	524	Nepal	2016	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	_T	Total	_T	Total (national average) or no breakdown	8802.48502	NUMBER	Number	0	Units	nan	nan	DHS	nan	Latest available year (2012-2017)	nan
S_1800	Total number of people living in slums	G	Global	4	Country or Area	68.80479684	29.36491634	586	Pakistan	2017	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	_T	Total	_T	Total (national average) or no breakdown	10280.745	NUMBER	Number	0	Units	nan	nan	DHS	nan	Latest available year (2012-2017)	nan
S_1800	Total number of people living in slums	G	Global	4	Country or Area	120.86014180000001	14.16591706	608	Philippines	2017	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	_T	Total	_T	Total (national average) or no breakdown	14467.925	NUMBER	Number	0	Units	nan	nan	DHS	nan	Latest available year (2012-2017)	nan
S_1800	Total number of people living in slums	G	Global	4	Country or Area	125.94510520000001	-8.797497247	626	Timor-Leste	2016	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	_T	Total	_T	Total (national average) or no breakdown	159606.0125	NUMBER	Number	0	Units	nan	nan	DHS	nan	Latest available year (2012-2017)	nan
S_1800	Total number of people living in slums	G	Global	4	Country or Area	101.02029509999998	15.13089239	764	Thailand	2015	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	_T	Total	_T	Total (national average) or no breakdown	13396.088	NUMBER	Number	0	Units	nan	nan	MICS	nan	Latest available year (2012-2017)	nan
