SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_1260	Presence of a gender quota for parliament (1 = YES, 0 = NO)	G	Global	4	Country or Area	66.02688198	33.83160199	4	Afghanistan	2015	1	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	Gender Quotas Database	https://www.idea.int/data-tools/data/gender-quotas/database	As of Jan 23, 2020	Reserved seats
S_1260	Presence of a gender quota for parliament (1 = YES, 0 = NO)	G	Global	4	Country or Area	66.02688198	33.83160199	4	Afghanistan	2020	1	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	Gender Quotas Database	https://www.idea.int/data-tools/data/gender-quotas/database	As of Jan 23, 2020	Reserved seats
S_1260	Presence of a gender quota for parliament (1 = YES, 0 = NO)	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2015	1	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	Gender Quotas Database	https://www.idea.int/data-tools/data/gender-quotas/database	As of Jan 23, 2020	Legislated candidate quota
S_1260	Presence of a gender quota for parliament (1 = YES, 0 = NO)	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2020	1	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	Gender Quotas Database	https://www.idea.int/data-tools/data/gender-quotas/database	As of Jan 23, 2020	Legislated candidate quota
S_1260	Presence of a gender quota for parliament (1 = YES, 0 = NO)	G	Global	4	Country or Area	2.678164227	28.15940032	12	Algeria	2015	1	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	Gender Quotas Database	https://www.idea.int/data-tools/data/gender-quotas/database	As of Jan 23, 2020	Reserved seats and legislated candidate quotas
S_1260	Presence of a gender quota for parliament (1 = YES, 0 = NO)	G	Global	4	Country or Area	2.678164227	28.15940032	12	Algeria	2020	1	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	Gender Quotas Database	https://www.idea.int/data-tools/data/gender-quotas/database	As of Jan 23, 2020	Legislated candidate quota
S_1260	Presence of a gender quota for parliament (1 = YES, 0 = NO)	G	Global	4	Country or Area	1.5762574169999999	42.54548611	20	Andorra	2015	0	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	Gender Quotas Database	https://www.idea.int/data-tools/data/gender-quotas/database	As of Jan 23, 2020	nan
S_1260	Presence of a gender quota for parliament (1 = YES, 0 = NO)	G	Global	4	Country or Area	1.5762574169999999	42.54548611	20	Andorra	2020	0	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	Gender Quotas Database	https://www.idea.int/data-tools/data/gender-quotas/database	As of Jan 23, 2020	nan
S_1260	Presence of a gender quota for parliament (1 = YES, 0 = NO)	G	Global	4	Country or Area	17.57817062	-12.33724746	24	Angola	2015	1	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	Gender Quotas Database	https://www.idea.int/data-tools/data/gender-quotas/database	As of Jan 23, 2020	Legislated candidate quota
S_1260	Presence of a gender quota for parliament (1 = YES, 0 = NO)	G	Global	4	Country or Area	17.57817062	-12.33724746	24	Angola	2020	1	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	Gender Quotas Database	https://www.idea.int/data-tools/data/gender-quotas/database	As of Jan 23, 2020	Legislated candidate quota
S_1260	Presence of a gender quota for parliament (1 = YES, 0 = NO)	G	Global	4	Country or Area	-61.7999755	17.07761471	28	Antigua and Barbuda	2015	0	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	Gender Quotas Database	https://www.idea.int/data-tools/data/gender-quotas/database	As of Jan 23, 2020	nan
S_1260	Presence of a gender quota for parliament (1 = YES, 0 = NO)	G	Global	4	Country or Area	-61.7999755	17.07761471	28	Antigua and Barbuda	2020	0	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	Gender Quotas Database	https://www.idea.int/data-tools/data/gender-quotas/database	As of Jan 23, 2020	nan
S_1260	Presence of a gender quota for parliament (1 = YES, 0 = NO)	G	Global	4	Country or Area	50.01064725	40.39229544	31	Azerbaijan	2015	0	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	Gender Quotas Database	https://www.idea.int/data-tools/data/gender-quotas/database	As of Jan 23, 2020	nan
S_1260	Presence of a gender quota for parliament (1 = YES, 0 = NO)	G	Global	4	Country or Area	50.01064725	40.39229544	31	Azerbaijan	2020	0	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	Gender Quotas Database	https://www.idea.int/data-tools/data/gender-quotas/database	As of Jan 23, 2020	nan
S_1260	Presence of a gender quota for parliament (1 = YES, 0 = NO)	G	Global	4	Country or Area	-65.14563274	-35.19446255	32	Argentina	2015	1	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	Gender Quotas Database	https://www.idea.int/data-tools/data/gender-quotas/database	As of Jan 23, 2020	Legislated candidate quota
S_1260	Presence of a gender quota for parliament (1 = YES, 0 = NO)	G	Global	4	Country or Area	-65.14563274	-35.19446255	32	Argentina	2020	1	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	Gender Quotas Database	https://www.idea.int/data-tools/data/gender-quotas/database	As of Jan 23, 2020	Legislated candidate quota
S_1260	Presence of a gender quota for parliament (1 = YES, 0 = NO)	G	Global	4	Country or Area	134.3499412	-25.57717202	36	Australia	2015	1	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	Gender Quotas Database	https://www.idea.int/data-tools/data/gender-quotas/database	As of Jan 23, 2020	Voluntary political party quota
S_1260	Presence of a gender quota for parliament (1 = YES, 0 = NO)	G	Global	4	Country or Area	134.3499412	-25.57717202	36	Australia	2020	1	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	Gender Quotas Database	https://www.idea.int/data-tools/data/gender-quotas/database	As of Jan 23, 2020	Voluntary political party quota
S_1260	Presence of a gender quota for parliament (1 = YES, 0 = NO)	G	Global	4	Country or Area	14.14172472	47.58704857	40	Austria	2015	1	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	Gender Quotas Database	https://www.idea.int/data-tools/data/gender-quotas/database	As of Jan 23, 2020	Voluntary political party quota
S_1260	Presence of a gender quota for parliament (1 = YES, 0 = NO)	G	Global	4	Country or Area	14.14172472	47.58704857	40	Austria	2020	1	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	Gender Quotas Database	https://www.idea.int/data-tools/data/gender-quotas/database	As of Jan 23, 2020	Voluntary political party quota
S_1260	Presence of a gender quota for parliament (1 = YES, 0 = NO)	G	Global	4	Country or Area	-78.05111663	24.69546597	44	Bahamas	2015	0	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	Gender Quotas Database	https://www.idea.int/data-tools/data/gender-quotas/database	As of Jan 23, 2020	nan
S_1260	Presence of a gender quota for parliament (1 = YES, 0 = NO)	G	Global	4	Country or Area	-78.05111663	24.69546597	44	Bahamas	2020	0	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	Gender Quotas Database	https://www.idea.int/data-tools/data/gender-quotas/database	As of Jan 23, 2020	nan
