SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0060	Singulate mean age at first marriage	G	Global	0	Global	nan	nan	1	World	1995	F	Female	22.5	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	0	Global	nan	nan	1	World	1995	M	Male	25.6	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	0	Global	nan	nan	1	World	2005	F	Female	23.1	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	0	Global	nan	nan	1	World	2005	M	Male	26.5	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	0	Global	nan	nan	1	World	2015	F	Female	23.3	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	0	Global	nan	nan	1	World	2015	M	Male	26.8	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	1995	F	Female	21.0	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	1995	M	Male	26.4	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2005	F	Female	21.6	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2005	M	Male	26.6	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2015	F	Female	21.9	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2015	M	Male	26.5	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	4	Country or Area	42.18274707	11.56004161	262	Djibouti	2012	F	Female	29.9	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	4	Country or Area	42.18274707	11.56004161	262	Djibouti	2012	M	Male	33.0	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	4	Country or Area	11.78727747	-0.60687619	266	Gabon	2012	F	Female	25.1	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	4	Country or Area	11.78727747	-0.60687619	266	Gabon	2012	M	Male	29.6	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	4	Country or Area	-15.39944785	13.45295927	270	Gambia	2013	F	Female	21.8	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	4	Country or Area	-15.39944785	13.45295927	270	Gambia	2013	M	Male	29.6	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2014	F	Female	24.7	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2014	M	Male	28.7	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	1995	F	Female	22.7	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	1995	M	Male	25.6	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2005	F	Female	23.4	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2005	M	Male	26.3	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2015	F	Female	22.8	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2015	M	Male	26.0	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	4	Country or Area	-3.522016039	17.35311254	466	Mali	2018	F	Female	19.1	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	4	Country or Area	-3.522016039	17.35311254	466	Mali	2018	M	Male	26.2	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	4	Country or Area	-10.33187259	20.26089546	478	Mauritania	2015	F	Female	21.8	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	4	Country or Area	-10.33187259	20.26089546	478	Mauritania	2015	M	Male	29.2	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	4	Country or Area	38.18479941	-14.27963886	508	Mozambique	2017	F	Female	18.7	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	4	Country or Area	38.18479941	-14.27963886	508	Mozambique	2017	M	Male	23.4	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	1	Region	nan	nan	513	Europe and Northern America	1995	F	Female	24.8	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	1	Region	nan	nan	513	Europe and Northern America	1995	M	Male	26.9	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	1	Region	nan	nan	513	Europe and Northern America	2005	F	Female	25.3	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	1	Region	nan	nan	513	Europe and Northern America	2005	M	Male	28.0	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	1	Region	nan	nan	513	Europe and Northern America	2015	F	Female	27.6	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	1	Region	nan	nan	513	Europe and Northern America	2015	M	Male	29.4	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	2	Sub-region	nan	nan	53	Australia and New Zealand	1995	F	Female	27.1	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	2	Sub-region	nan	nan	53	Australia and New Zealand	1995	M	Male	29.3	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	2	Sub-region	nan	nan	53	Australia and New Zealand	2005	F	Female	29.7	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	2	Sub-region	nan	nan	53	Australia and New Zealand	2005	M	Male	31.6	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	2	Sub-region	nan	nan	53	Australia and New Zealand	2015	F	Female	29.9	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	2	Sub-region	nan	nan	53	Australia and New Zealand	2015	M	Male	31.2	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	1995	F	Female	21.9	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	1995	M	Male	25.6	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2005	F	Female	22.4	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2005	M	Male	26.0	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2015	F	Female	21.8	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2015	M	Male	26.4	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	4	Country or Area	9.400167877000001	17.42143036	562	Niger	2015	F	Female	17.2	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	4	Country or Area	9.400167877000001	17.42143036	562	Niger	2015	M	Male	24.0	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	1995	F	Female	19.8	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	1995	M	Male	24.5	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2005	F	Female	20.6	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2005	M	Male	25.2	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2015	F	Female	21.7	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2015	M	Male	26.1	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	4	Country or Area	-14.40182514	12.11760394	624	Guinea-Bissau	2014	F	Female	24.1	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	4	Country or Area	-14.40182514	12.11760394	624	Guinea-Bissau	2014	M	Male	30.3	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	4	Country or Area	29.92310194	-1.999842114	646	Rwanda	2014	F	Female	24.7	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	4	Country or Area	29.92310194	-1.999842114	646	Rwanda	2014	M	Male	27.3	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	4	Country or Area	-14.46636926	14.35920905	686	Senegal	2017	F	Female	22.5	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	4	Country or Area	-14.46636926	14.35920905	686	Senegal	2017	M	Male	30.3	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	4	Country or Area	-11.78306584	8.568604164	694	Sierra Leone	2017	F	Female	23.1	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	4	Country or Area	-11.78306584	8.568604164	694	Sierra Leone	2017	M	Male	27.9	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	4	Country or Area	30.32618773	7.290839152	728	South Sudan	2010	F	Female	19.0	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	4	Country or Area	30.32618773	7.290839152	728	South Sudan	2010	M	Male	25.6	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
S_0060	Singulate mean age at first marriage	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	1995	F	Female	23.5	YR	Years	0	Units	nan	nan	United Nations Department of Economic and Social Affairs (UNDESA), Population Division, World Marriage Data 2019.	https://population.un.org/MarriageData/Index.html#/home	nan	nan
