SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0720	Percentage of adolescent girls aged 15-19 years who have undergone female genital mutilation/cutting	G	Global	4	Country or Area	20.93559492	7.003720791	140	Central African Republic	1990	F	Female	Y15T19	15 to 19 years old	34.0	PT	Percent	0	Units	nan	nan	nan	nan	nan	nan
S_0720	Percentage of adolescent girls aged 15-19 years who have undergone female genital mutilation/cutting	G	Global	4	Country or Area	20.93559492	7.003720791	140	Central African Republic	2020	F	Female	Y15T19	15 to 19 years old	18.0	PT	Percent	0	Units	nan	nan	nan	nan	nan	nan
S_0720	Percentage of adolescent girls aged 15-19 years who have undergone female genital mutilation/cutting	G	Global	4	Country or Area	18.66618401	15.36279341	148	Chad	1990	F	Female	Y15T19	15 to 19 years old	39.0	PT	Percent	0	Units	nan	nan	United Nations Children’s Fund, Female Genital Mutilation: A New Generation Calls for Ending an Old Practice, UNICEF, New York, 2020.	nan	nan	This chart includes countries without a significant decline in the prevalence, and those for which the prevalence among the cohort aged 15 to 19 years is 90 per cent or higher. This chart excludes countries with a national prevalence below 5 per cent.
S_0720	Percentage of adolescent girls aged 15-19 years who have undergone female genital mutilation/cutting	G	Global	4	Country or Area	18.66618401	15.36279341	148	Chad	2020	F	Female	Y15T19	15 to 19 years old	32.0	PT	Percent	0	Units	nan	nan	United Nations Children’s Fund, Female Genital Mutilation: A New Generation Calls for Ending an Old Practice, UNICEF, New York, 2020.	nan	nan	This chart includes countries without a significant decline in the prevalence, and those for which the prevalence among the cohort aged 15 to 19 years is 90 per cent or higher. This chart excludes countries with a national prevalence below 5 per cent.
S_0720	Percentage of adolescent girls aged 15-19 years who have undergone female genital mutilation/cutting	G	Global	2	Sub-region	nan	nan	15	Northern Africa	2004	F	Female	Y15T19	15 to 19 years old	91.4	PT	Percent	0	Units	E	Estimated	DHS, MICS and other national surveys	nan	2004.0	Based on 2 countries covering 65 per cent of the regional population of adolescent girls aged 15 to 19 years
S_0720	Percentage of adolescent girls aged 15-19 years who have undergone female genital mutilation/cutting	G	Global	2	Sub-region	nan	nan	15	Northern Africa	2009	F	Female	Y15T19	15 to 19 years old	88.7	PT	Percent	0	Units	E	Estimated	DHS, MICS and other national surveys	nan	2009.0	Based on 2 countries covering 65 per cent of the regional population of adolescent girls aged 15 to 19 years
S_0720	Percentage of adolescent girls aged 15-19 years who have undergone female genital mutilation/cutting	G	Global	2	Sub-region	nan	nan	15	Northern Africa	2014	F	Female	Y15T19	15 to 19 years old	82.9	PT	Percent	0	Units	E	Estimated	DHS, MICS and other national surveys	nan	2014.0	Based on 2 countries covering 65 per cent of the regional population of adolescent girls aged 15 to 19 years
S_0720	Percentage of adolescent girls aged 15-19 years who have undergone female genital mutilation/cutting	G	Global	2	Sub-region	nan	nan	15	Northern Africa	2019	F	Female	Y15T19	15 to 19 years old	73.9	PT	Percent	0	Units	E	Estimated	DHS, MICS and other national surveys	nan	2019.0	Based on 2 countries covering 65 per cent of the regional population of adolescent girls aged 15 to 19 years
S_0720	Percentage of adolescent girls aged 15-19 years who have undergone female genital mutilation/cutting	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2004	F	Female	Y15T19	15 to 19 years old	34.5	PT	Percent	0	Units	E	Estimated	DHS, MICS and other national surveys	nan	2004.0	Based on 25 countries covering 69 per cent of the regional population of adolescent girls aged 15 to 19 years
S_0720	Percentage of adolescent girls aged 15-19 years who have undergone female genital mutilation/cutting	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2009	F	Female	Y15T19	15 to 19 years old	32.3	PT	Percent	0	Units	E	Estimated	DHS, MICS and other national surveys	nan	2009.0	Based on 25 countries covering 69 per cent of the regional population of adolescent girls aged 15 to 19 years
S_0720	Percentage of adolescent girls aged 15-19 years who have undergone female genital mutilation/cutting	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2014	F	Female	Y15T19	15 to 19 years old	29.5	PT	Percent	0	Units	E	Estimated	DHS, MICS and other national surveys	nan	2014.0	Based on 25 countries covering 69 per cent of the regional population of adolescent girls aged 15 to 19 years
S_0720	Percentage of adolescent girls aged 15-19 years who have undergone female genital mutilation/cutting	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2019	F	Female	Y15T19	15 to 19 years old	24.9	PT	Percent	0	Units	E	Estimated	DHS, MICS and other national surveys	nan	2019.0	Based on 25 countries covering 69 per cent of the regional population of adolescent girls aged 15 to 19 years
S_0720	Percentage of adolescent girls aged 15-19 years who have undergone female genital mutilation/cutting	G	Global	4	Country or Area	2.339933594	9.65401646	204	Benin	1990	F	Female	Y15T19	15 to 19 years old	18.0	PT	Percent	0	Units	nan	nan	nan	nan	nan	nan
S_0720	Percentage of adolescent girls aged 15-19 years who have undergone female genital mutilation/cutting	G	Global	4	Country or Area	2.339933594	9.65401646	204	Benin	2020	F	Female	Y15T19	15 to 19 years old	2.0	PT	Percent	0	Units	nan	nan	nan	nan	nan	nan
S_0720	Percentage of adolescent girls aged 15-19 years who have undergone female genital mutilation/cutting	G	Global	4	Country or Area	39.63505296	8.631223181000001	231	Ethiopia	1990	F	Female	Y15T19	15 to 19 years old	79.0	PT	Percent	0	Units	nan	nan	nan	nan	nan	nan
S_0720	Percentage of adolescent girls aged 15-19 years who have undergone female genital mutilation/cutting	G	Global	4	Country or Area	39.63505296	8.631223181000001	231	Ethiopia	2020	F	Female	Y15T19	15 to 19 years old	47.0	PT	Percent	0	Units	nan	nan	nan	nan	nan	nan
S_0720	Percentage of adolescent girls aged 15-19 years who have undergone female genital mutilation/cutting	G	Global	4	Country or Area	38.11074289	16.12894644	232	Eritrea	1990	F	Female	Y15T19	15 to 19 years old	93.0	PT	Percent	0	Units	nan	nan	nan	nan	nan	nan
S_0720	Percentage of adolescent girls aged 15-19 years who have undergone female genital mutilation/cutting	G	Global	4	Country or Area	38.11074289	16.12894644	232	Eritrea	2020	F	Female	Y15T19	15 to 19 years old	69.0	PT	Percent	0	Units	nan	nan	nan	nan	nan	nan
S_0720	Percentage of adolescent girls aged 15-19 years who have undergone female genital mutilation/cutting	G	Global	4	Country or Area	42.18274707	11.56004161	262	Djibouti	1990	F	Female	Y15T19	15 to 19 years old	98.0	PT	Percent	0	Units	nan	nan	nan	nan	nan	nan
