SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_1690	Proportion of women on the boards of the largest publicly listed companies in the EU, with soft measure	G	Global	4	Country or Area	9.326571283	56.03829721	208	Denmark	2003	F	Female	12.5	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1690	Proportion of women on the boards of the largest publicly listed companies in the EU, with soft measure	G	Global	4	Country or Area	9.326571283	56.03829721	208	Denmark	2004	F	Female	11.3	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1690	Proportion of women on the boards of the largest publicly listed companies in the EU, with soft measure	G	Global	4	Country or Area	9.326571283	56.03829721	208	Denmark	2005	F	Female	11.0	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1690	Proportion of women on the boards of the largest publicly listed companies in the EU, with soft measure	G	Global	4	Country or Area	9.326571283	56.03829721	208	Denmark	2006	F	Female	12.1	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1690	Proportion of women on the boards of the largest publicly listed companies in the EU, with soft measure	G	Global	4	Country or Area	9.326571283	56.03829721	208	Denmark	2007	F	Female	15.3	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1690	Proportion of women on the boards of the largest publicly listed companies in the EU, with soft measure	G	Global	4	Country or Area	9.326571283	56.03829721	208	Denmark	2008	F	Female	16.9	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1690	Proportion of women on the boards of the largest publicly listed companies in the EU, with soft measure	G	Global	4	Country or Area	9.326571283	56.03829721	208	Denmark	2009	F	Female	17.6	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1690	Proportion of women on the boards of the largest publicly listed companies in the EU, with soft measure	G	Global	4	Country or Area	9.326571283	56.03829721	208	Denmark	2010	F	Female	17.7	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1690	Proportion of women on the boards of the largest publicly listed companies in the EU, with soft measure	G	Global	4	Country or Area	9.326571283	56.03829721	208	Denmark	2011	F	Female	16.3	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1690	Proportion of women on the boards of the largest publicly listed companies in the EU, with soft measure	G	Global	4	Country or Area	9.326571283	56.03829721	208	Denmark	2012	F	Female	20.8	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1690	Proportion of women on the boards of the largest publicly listed companies in the EU, with soft measure	G	Global	4	Country or Area	9.326571283	56.03829721	208	Denmark	2013	F	Female	22.9	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1690	Proportion of women on the boards of the largest publicly listed companies in the EU, with soft measure	G	Global	4	Country or Area	9.326571283	56.03829721	208	Denmark	2014	F	Female	24.0	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
