SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0050	Share of women and men aged 65+ and 80+ living alone	G	Global	0	Global	nan	nan	1	World	2019	F	Female	Y_GE65	65 years old and over	23.93327544954143	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). Database on the Households and Living Arrangements of Older Persons 2019.	nan	nan	nan
S_0050	Share of women and men aged 65+ and 80+ living alone	G	Global	0	Global	nan	nan	1	World	2019	M	Male	Y_GE65	65 years old and over	12.353828038548928	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). Database on the Households and Living Arrangements of Older Persons 2019.	nan	nan	nan
S_0050	Share of women and men aged 65+ and 80+ living alone	G	Global	0	Global	nan	nan	1	World	2019	F	Female	Y_GE80	80 old and over	27.632518965370952	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). Database on the Households and Living Arrangements of Older Persons 2019.	nan	nan	nan
S_0050	Share of women and men aged 65+ and 80+ living alone	G	Global	0	Global	nan	nan	1	World	2019	M	Male	Y_GE80	80 old and over	14.199109543362374	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). Database on the Households and Living Arrangements of Older Persons 2019.	nan	nan	nan
S_0050	Share of women and men aged 65+ and 80+ living alone	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2019	_T	Both sexes or no breakdown by sex	Y_GE65	65 years old and over	34.58670843	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). Database on the Households and Living Arrangements of Older Persons 2019.	nan	nan	nan
S_0050	Share of women and men aged 65+ and 80+ living alone	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2019	F	Female	Y_GE65	65 years old and over	42.58095112	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). Database on the Households and Living Arrangements of Older Persons 2019.	nan	nan	nan
S_0050	Share of women and men aged 65+ and 80+ living alone	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2019	M	Male	Y_GE65	65 years old and over	17.64334635	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). Database on the Households and Living Arrangements of Older Persons 2019.	nan	nan	nan
S_0050	Share of women and men aged 65+ and 80+ living alone	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2019	_T	Both sexes or no breakdown by sex	Y_GE80	80 old and over	43.65523283	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). Database on the Households and Living Arrangements of Older Persons 2019.	nan	nan	nan
S_0050	Share of women and men aged 65+ and 80+ living alone	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2019	F	Female	Y_GE80	80 old and over	49.26887629	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). Database on the Households and Living Arrangements of Older Persons 2019.	nan	nan	nan
S_0050	Share of women and men aged 65+ and 80+ living alone	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2019	M	Male	Y_GE80	80 old and over	25.83684951	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). Database on the Households and Living Arrangements of Older Persons 2019.	nan	nan	nan
S_0050	Share of women and men aged 65+ and 80+ living alone	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	2019	_T	Both sexes or no breakdown by sex	Y_GE65	65 years old and over	4.551598962	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). Database on the Households and Living Arrangements of Older Persons 2019.	nan	nan	nan
S_0050	Share of women and men aged 65+ and 80+ living alone	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	2019	F	Female	Y_GE65	65 years old and over	6.501925764	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). Database on the Households and Living Arrangements of Older Persons 2019.	nan	nan	nan
S_0050	Share of women and men aged 65+ and 80+ living alone	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	2019	M	Male	Y_GE65	65 years old and over	1.603309277	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). Database on the Households and Living Arrangements of Older Persons 2019.	nan	nan	nan
