SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_1120	Gender gap in mobile phone ownership	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2018	_T	Both sexes or no breakdown by sex	27.8	PT	Percent	0	Units	E	Estimated	ITU and AfterAccess	nan	latest year in 2015-2018	The gender gap represents the difference between the mobile phone ownership rates for males and females relative to the mobile phone ownership rate for males, expressed as a percentage.
S_1120	Gender gap in mobile phone ownership	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2018	_T	Both sexes or no breakdown by sex	53.1	PT	Percent	0	Units	E	Estimated	ITU and AfterAccess	nan	latest year in 2015-2018	The gender gap represents the difference between the mobile phone ownership rates for males and females relative to the mobile phone ownership rate for males, expressed as a percentage.
S_1120	Gender gap in mobile phone ownership	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2018	_T	Both sexes or no breakdown by sex	-2.1	PT	Percent	0	Units	E	Estimated	ITU and AfterAccess	nan	latest year in 2015-2018	The gender gap represents the difference between the mobile phone ownership rates for males and females relative to the mobile phone ownership rate for males, expressed as a percentage.
S_1120	Gender gap in mobile phone ownership	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	2018	_T	Both sexes or no breakdown by sex	-2.7	PT	Percent	0	Units	E	Estimated	ITU and AfterAccess	nan	latest year in 2015-2018	The gender gap represents the difference between the mobile phone ownership rates for males and females relative to the mobile phone ownership rate for males, expressed as a percentage.
S_1120	Gender gap in mobile phone ownership	G	Global	4	Country or Area	2.678164227	28.15940032	12	Algeria	2018	_T	Both sexes or no breakdown by sex	8.6	PT	Percent	0	Units	E	Estimated	ITU and AfterAccess	nan	latest year in 2015-2018	The gender gap represents the difference between the mobile phone ownership rates for males and females relative to the mobile phone ownership rate for males, expressed as a percentage.
S_1120	Gender gap in mobile phone ownership	G	Global	4	Country or Area	-23.63544151	15.07791834	132	Cabo Verde	2018	_T	Both sexes or no breakdown by sex	1.1	PT	Percent	0	Units	E	Estimated	ITU and AfterAccess	nan	latest year in 2015-2018	The gender gap represents the difference between the mobile phone ownership rates for males and females relative to the mobile phone ownership rate for males, expressed as a percentage.
S_1120	Gender gap in mobile phone ownership	G	Global	4	Country or Area	80.70489654	7.614693343	144	Sri Lanka	2018	_T	Both sexes or no breakdown by sex	16.3	PT	Percent	0	Units	E	Estimated	ITU and AfterAccess	nan	latest year in 2015-2018	The gender gap represents the difference between the mobile phone ownership rates for males and females relative to the mobile phone ownership rate for males, expressed as a percentage.
S_1120	Gender gap in mobile phone ownership	G	Global	4	Country or Area	-71.23029019	-35.265288500000004	152	Chile	2018	_T	Both sexes or no breakdown by sex	-12.1	PT	Percent	0	Units	E	Estimated	ITU and AfterAccess	nan	latest year in 2015-2018	The gender gap represents the difference between the mobile phone ownership rates for males and females relative to the mobile phone ownership rate for males, expressed as a percentage.
S_1120	Gender gap in mobile phone ownership	G	Global	4	Country or Area	-73.07446751	3.888209046	170	Colombia	2018	_T	Both sexes or no breakdown by sex	-3.7	PT	Percent	0	Units	E	Estimated	ITU and AfterAccess	nan	latest year in 2015-2018	The gender gap represents the difference between the mobile phone ownership rates for males and females relative to the mobile phone ownership rate for males, expressed as a percentage.
S_1120	Gender gap in mobile phone ownership	G	Global	4	Country or Area	-84.19712782	9.970998683	188	Costa Rica	2018	_T	Both sexes or no breakdown by sex	-0.8	PT	Percent	0	Units	E	Estimated	ITU and AfterAccess	nan	latest year in 2015-2018	The gender gap represents the difference between the mobile phone ownership rates for males and females relative to the mobile phone ownership rate for males, expressed as a percentage.
S_1120	Gender gap in mobile phone ownership	G	Global	4	Country or Area	33.22285964	35.05659437	196	Cyprus	2018	_T	Both sexes or no breakdown by sex	0.9	PT	Percent	0	Units	E	Estimated	ITU and AfterAccess	nan	latest year in 2015-2018	The gender gap represents the difference between the mobile phone ownership rates for males and females relative to the mobile phone ownership rate for males, expressed as a percentage.
S_1120	Gender gap in mobile phone ownership	G	Global	4	Country or Area	15.33151382	49.73913871	203	Czechia	2018	_T	Both sexes or no breakdown by sex	0.9	PT	Percent	0	Units	E	Estimated	ITU and AfterAccess	nan	latest year in 2015-2018	The gender gap represents the difference between the mobile phone ownership rates for males and females relative to the mobile phone ownership rate for males, expressed as a percentage.
S_1120	Gender gap in mobile phone ownership	G	Global	4	Country or Area	9.326571283	56.03829721	208	Denmark	2018	_T	Both sexes or no breakdown by sex	-0.8	PT	Percent	0	Units	E	Estimated	ITU and AfterAccess	nan	latest year in 2015-2018	The gender gap represents the difference between the mobile phone ownership rates for males and females relative to the mobile phone ownership rate for males, expressed as a percentage.
S_1120	Gender gap in mobile phone ownership	G	Global	4	Country or Area	-70.49847576	18.89832088	214	Dominican Republic	2018	_T	Both sexes or no breakdown by sex	0.8	PT	Percent	0	Units	E	Estimated	ITU and AfterAccess	nan	latest year in 2015-2018	The gender gap represents the difference between the mobile phone ownership rates for males and females relative to the mobile phone ownership rate for males, expressed as a percentage.
