SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	ACTIVITY	ACTIVITY_DESC	SEX	SEX_DESC	AGE	AGE_DESC	EDUCATION_LEV	EDUCATION_LEV_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	0	Global	nan	nan	1	World	2016	ISIC4_A	Agriculture, forestry and fishing	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	94.5476	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	0	Global	nan	nan	1	World	2016	ISIC4_A	Agriculture, forestry and fishing	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	93.2157	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	0	Global	nan	nan	1	World	2016	NONAGR	Non-agriculture	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	46.3522	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	0	Global	nan	nan	1	World	2016	NONAGR	Non-agriculture	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	53.1299	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	0	Global	nan	nan	1	World	2016	_T	No breakdown	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	58.1193	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	0	Global	nan	nan	1	World	2016	_T	No breakdown	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	63.037	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	143	Central Asia	2016	ISIC4_A	Agriculture, forestry and fishing	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	90.3796	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	143	Central Asia	2016	ISIC4_A	Agriculture, forestry and fishing	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	82.7456	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	143	Central Asia	2016	NONAGR	Non-agriculture	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	37.4912	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	143	Central Asia	2016	NONAGR	Non-agriculture	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	50.0273	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	143	Central Asia	2016	_T	No breakdown	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	51.4645	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	143	Central Asia	2016	_T	No breakdown	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	57.0292	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	145	Western Asia	2016	ISIC4_A	Agriculture, forestry and fishing	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	97.0388	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	145	Western Asia	2016	ISIC4_A	Agriculture, forestry and fishing	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	84.0087	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	145	Western Asia	2016	NONAGR	Non-agriculture	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	30.8825	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	145	Western Asia	2016	NONAGR	Non-agriculture	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	41.2882	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	145	Western Asia	2016	_T	No breakdown	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	47.7346	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	145	Western Asia	2016	_T	No breakdown	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	47.9021	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	15	Northern Africa	2016	ISIC4_A	Agriculture, forestry and fishing	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	96.8905	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	15	Northern Africa	2016	ISIC4_A	Agriculture, forestry and fishing	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	94.9323	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	15	Northern Africa	2016	NONAGR	Non-agriculture	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	41.7179	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	15	Northern Africa	2016	NONAGR	Non-agriculture	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	59.7918	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	15	Northern Africa	2016	_T	No breakdown	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	62.2215	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	15	Northern Africa	2016	_T	No breakdown	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	68.4782	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	1	Region	nan	nan	150	Europe	2016	ISIC4_A	Agriculture, forestry and fishing	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	64.7481	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	1	Region	nan	nan	150	Europe	2016	ISIC4_A	Agriculture, forestry and fishing	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	54.6216	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	1	Region	nan	nan	150	Europe	2016	NONAGR	Non-agriculture	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	17.3934	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	1	Region	nan	nan	150	Europe	2016	NONAGR	Non-agriculture	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	20.8363	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	1	Region	nan	nan	150	Europe	2016	_T	No breakdown	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	19.5882	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	1	Region	nan	nan	150	Europe	2016	_T	No breakdown	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	22.9511	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	1	Region	nan	nan	199	Least Developed Countries (LDCs)	2016	ISIC4_A	Agriculture, forestry and fishing	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	98.4935	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	1	Region	nan	nan	199	Least Developed Countries (LDCs)	2016	ISIC4_A	Agriculture, forestry and fishing	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	96.6524	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	1	Region	nan	nan	199	Least Developed Countries (LDCs)	2016	NONAGR	Non-agriculture	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	84.9418	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	1	Region	nan	nan	199	Least Developed Countries (LDCs)	2016	NONAGR	Non-agriculture	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	76.0417	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	1	Region	nan	nan	199	Least Developed Countries (LDCs)	2016	_T	No breakdown	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	93.4034	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
