SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	COD	COD_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0710	Cause-specific mortality rate (age-standardized), due to road injury	G	Global	0	Global	nan	nan	1	World	2016	M	Male	Y00T04	under 5 years old	1530	Road injury	10.0	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0710	Cause-specific mortality rate (age-standardized), due to road injury	G	Global	0	Global	nan	nan	1	World	2016	M	Male	Y05T14	5 to 14 years old	1530	Road injury	8.0	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0710	Cause-specific mortality rate (age-standardized), due to road injury	G	Global	0	Global	nan	nan	1	World	2016	M	Male	Y15T49	15 to 49 years old	1530	Road injury	32.0	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0710	Cause-specific mortality rate (age-standardized), due to road injury	G	Global	0	Global	nan	nan	1	World	2016	M	Male	Y50T64	50 to 64 years old	1530	Road injury	36.0	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0710	Cause-specific mortality rate (age-standardized), due to road injury	G	Global	0	Global	nan	nan	1	World	2016	M	Male	Y_GE65	65 years old and over	1530	Road injury	52.0	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0710	Cause-specific mortality rate (age-standardized), due to road injury	G	Global	0	Global	nan	nan	1	World	2016	F	Female	Y00T04	under 5 years old	1530	Road injury	8.0	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0710	Cause-specific mortality rate (age-standardized), due to road injury	G	Global	0	Global	nan	nan	1	World	2016	F	Female	Y05T14	5 to 14 years old	1530	Road injury	5.0	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0710	Cause-specific mortality rate (age-standardized), due to road injury	G	Global	0	Global	nan	nan	1	World	2016	F	Female	Y15T49	15 to 49 years old	1530	Road injury	8.0	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0710	Cause-specific mortality rate (age-standardized), due to road injury	G	Global	0	Global	nan	nan	1	World	2016	F	Female	Y50T64	50 to 64 years old	1530	Road injury	13.0	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0710	Cause-specific mortality rate (age-standardized), due to road injury	G	Global	0	Global	nan	nan	1	World	2016	F	Female	Y_GE65	65 years old and over	1530	Road injury	23.0	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0710	Cause-specific mortality rate (age-standardized), due to road injury	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2016	M	Male	_T	All age ranges or no breakdown by age	1530	Road injury	39.0	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0710	Cause-specific mortality rate (age-standardized), due to road injury	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2016	F	Female	_T	All age ranges or no breakdown by age	1530	Road injury	17.0	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
