SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	COD	COD_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0640	Cause-specific mortality rate (age-standardized), due to Alzheimer and other dementia, aged 50 years and above	G	Global	0	Global	nan	nan	1	World	2016	M	Male	Y50	50 years old	950	Alzheimer disease and other dementias	1.701622275104916	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0640	Cause-specific mortality rate (age-standardized), due to Alzheimer and other dementia, aged 50 years and above	G	Global	0	Global	nan	nan	1	World	2016	M	Male	Y55	55 years old	950	Alzheimer disease and other dementias	4.446476459963148	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0640	Cause-specific mortality rate (age-standardized), due to Alzheimer and other dementia, aged 50 years and above	G	Global	0	Global	nan	nan	1	World	2016	M	Male	Y60	60 years old	950	Alzheimer disease and other dementias	12.234345933409578	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0640	Cause-specific mortality rate (age-standardized), due to Alzheimer and other dementia, aged 50 years and above	G	Global	0	Global	nan	nan	1	World	2016	M	Male	Y65	65 years old	950	Alzheimer disease and other dementias	30.30666225217945	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0640	Cause-specific mortality rate (age-standardized), due to Alzheimer and other dementia, aged 50 years and above	G	Global	0	Global	nan	nan	1	World	2016	M	Male	Y70	70 years old	950	Alzheimer disease and other dementias	92.55596637812955	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0640	Cause-specific mortality rate (age-standardized), due to Alzheimer and other dementia, aged 50 years and above	G	Global	0	Global	nan	nan	1	World	2016	M	Male	Y75	75 years old	950	Alzheimer disease and other dementias	221.94670910503768	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0640	Cause-specific mortality rate (age-standardized), due to Alzheimer and other dementia, aged 50 years and above	G	Global	0	Global	nan	nan	1	World	2016	M	Male	Y80	80 years old	950	Alzheimer disease and other dementias	513.8883007278417	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0640	Cause-specific mortality rate (age-standardized), due to Alzheimer and other dementia, aged 50 years and above	G	Global	0	Global	nan	nan	1	World	2016	M	Male	Y85	85 years old	950	Alzheimer disease and other dementias	1425.3949198951127	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0640	Cause-specific mortality rate (age-standardized), due to Alzheimer and other dementia, aged 50 years and above	G	Global	0	Global	nan	nan	1	World	2016	F	Female	Y50	50 years old	950	Alzheimer disease and other dementias	2.123532797275811	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0640	Cause-specific mortality rate (age-standardized), due to Alzheimer and other dementia, aged 50 years and above	G	Global	0	Global	nan	nan	1	World	2016	F	Female	Y55	55 years old	950	Alzheimer disease and other dementias	5.679007681514762	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
