SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0170	Adolescent birth rate per 1,000 women aged 15-19 years	G	Global	2	Sub-region	nan	nan	34	Southern Asia	2000	F	Female	Y15T19	15 to 19 years old	71.6	PER_1000_WOMEN	Per 1,000 women	0	Units	nan	nan	United Nations, Report of the Secretary-General on progress towards the Sustainable Development Goals (document E/2020/57).	https://undocs.org/E/2020/57	nan	nan
S_0170	Adolescent birth rate per 1,000 women aged 15-19 years	G	Global	0	Global	nan	nan	1	World	2000	F	Female	Y15T19	15 to 19 years old	56.4	PER_1000_WOMEN	Per 1,000 women	0	Units	nan	nan	United Nations, Report of the Secretary-General on progress towards the Sustainable Development Goals (document E/2020/57).	https://undocs.org/E/2020/57	nan	nan
S_0170	Adolescent birth rate per 1,000 women aged 15-19 years	G	Global	2	Sub-region	nan	nan	34	Southern Asia	2005	F	Female	Y15T19	15 to 19 years old	57.1	PER_1000_WOMEN	Per 1,000 women	0	Units	nan	nan	United Nations, Report of the Secretary-General on progress towards the Sustainable Development Goals (document E/2020/57).	https://undocs.org/E/2020/57	nan	nan
S_0170	Adolescent birth rate per 1,000 women aged 15-19 years	G	Global	0	Global	nan	nan	1	World	2005	F	Female	Y15T19	15 to 19 years old	51.1	PER_1000_WOMEN	Per 1,000 women	0	Units	nan	nan	United Nations, Report of the Secretary-General on progress towards the Sustainable Development Goals (document E/2020/57).	https://undocs.org/E/2020/57	nan	nan
S_0170	Adolescent birth rate per 1,000 women aged 15-19 years	G	Global	2	Sub-region	nan	nan	34	Southern Asia	2010	F	Female	Y15T19	15 to 19 years old	44.2	PER_1000_WOMEN	Per 1,000 women	0	Units	nan	nan	United Nations, Report of the Secretary-General on progress towards the Sustainable Development Goals (document E/2020/57).	https://undocs.org/E/2020/57	nan	nan
S_0170	Adolescent birth rate per 1,000 women aged 15-19 years	G	Global	0	Global	nan	nan	1	World	2010	F	Female	Y15T19	15 to 19 years old	47.9	PER_1000_WOMEN	Per 1,000 women	0	Units	nan	nan	United Nations, Report of the Secretary-General on progress towards the Sustainable Development Goals (document E/2020/57).	https://undocs.org/E/2020/57	nan	nan
S_0170	Adolescent birth rate per 1,000 women aged 15-19 years	G	Global	2	Sub-region	nan	nan	34	Southern Asia	2015	F	Female	Y15T19	15 to 19 years old	32.0	PER_1000_WOMEN	Per 1,000 women	0	Units	nan	nan	United Nations, Report of the Secretary-General on progress towards the Sustainable Development Goals (document E/2020/57).	https://undocs.org/E/2020/57	nan	nan
S_0170	Adolescent birth rate per 1,000 women aged 15-19 years	G	Global	0	Global	nan	nan	1	World	2015	F	Female	Y15T19	15 to 19 years old	44.6	PER_1000_WOMEN	Per 1,000 women	0	Units	nan	nan	United Nations, Report of the Secretary-General on progress towards the Sustainable Development Goals (document E/2020/57).	https://undocs.org/E/2020/57	nan	nan
S_0170	Adolescent birth rate per 1,000 women aged 15-19 years	G	Global	2	Sub-region	nan	nan	34	Southern Asia	2020	F	Female	Y15T19	15 to 19 years old	23.5	PER_1000_WOMEN	Per 1,000 women	0	Units	nan	nan	United Nations, Report of the Secretary-General on progress towards the Sustainable Development Goals (document E/2020/57).	https://undocs.org/E/2020/57	nan	nan
S_0170	Adolescent birth rate per 1,000 women aged 15-19 years	G	Global	0	Global	nan	nan	1	World	2020	F	Female	Y15T19	15 to 19 years old	41.2	PER_1000_WOMEN	Per 1,000 women	0	Units	nan	nan	United Nations, Report of the Secretary-General on progress towards the Sustainable Development Goals (document E/2020/57).	https://undocs.org/E/2020/57	nan	nan
