SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0570	Estimated incidence of tuberculosis, who are notified	G	Global	0	Global	nan	nan	1	World	2018	M	Male	Y_GE65	65 years old and over	4.80000430106305	PER_100000_POP	Per 100,000 population	0	Units	nan	nan	WHO Global Tuberculosis Report 2019, World Health Organisation).	nan	nan	nan
S_0570	Estimated incidence of tuberculosis, who are notified	G	Global	0	Global	nan	nan	1	World	2018	M	Male	Y55T64	55 to 64 years old	4.490755759847111	PER_100000_POP	Per 100,000 population	0	Units	nan	nan	WHO Global Tuberculosis Report 2019, World Health Organisation).	nan	nan	nan
S_0570	Estimated incidence of tuberculosis, who are notified	G	Global	0	Global	nan	nan	1	World	2018	M	Male	Y45T54	45 to 54 years old	4.05381875257033	PER_100000_POP	Per 100,000 population	0	Units	nan	nan	WHO Global Tuberculosis Report 2019, World Health Organisation).	nan	nan	nan
S_0570	Estimated incidence of tuberculosis, who are notified	G	Global	0	Global	nan	nan	1	World	2018	M	Male	Y35T44	35 to 44 years old	3.51968980034523	PER_100000_POP	Per 100,000 population	0	Units	nan	nan	WHO Global Tuberculosis Report 2019, World Health Organisation).	nan	nan	nan
S_0570	Estimated incidence of tuberculosis, who are notified	G	Global	0	Global	nan	nan	1	World	2018	M	Male	Y25T34	25 to 34 years old	3.0512961412928905	PER_100000_POP	Per 100,000 population	0	Units	nan	nan	WHO Global Tuberculosis Report 2019, World Health Organisation).	nan	nan	nan
S_0570	Estimated incidence of tuberculosis, who are notified	G	Global	0	Global	nan	nan	1	World	2018	M	Male	Y15T24	15 to 24 years old	2.46273236578396	PER_100000_POP	Per 100,000 population	0	Units	nan	nan	WHO Global Tuberculosis Report 2019, World Health Organisation).	nan	nan	nan
S_0570	Estimated incidence of tuberculosis, who are notified	G	Global	0	Global	nan	nan	1	World	2018	M	Male	Y00T14	under 15 years old	0.844433968494675	PER_100000_POP	Per 100,000 population	0	Units	nan	nan	WHO Global Tuberculosis Report 2019, World Health Organisation).	nan	nan	nan
S_0570	Estimated incidence of tuberculosis, who are notified	G	Global	0	Global	nan	nan	1	World	2018	F	Female	Y_GE65	65 years old and over	0.7858200669773756	PER_100000_POP	Per 100,000 population	0	Units	nan	nan	WHO Global Tuberculosis Report 2019, World Health Organisation).	nan	nan	nan
S_0570	Estimated incidence of tuberculosis, who are notified	G	Global	0	Global	nan	nan	1	World	2018	F	Female	Y55T64	55 to 64 years old	0.8507361016546048	PER_100000_POP	Per 100,000 population	0	Units	nan	nan	WHO Global Tuberculosis Report 2019, World Health Organisation).	nan	nan	nan
S_0570	Estimated incidence of tuberculosis, who are notified	G	Global	0	Global	nan	nan	1	World	2018	F	Female	Y45T54	45 to 54 years old	0.7861721590269077	PER_100000_POP	Per 100,000 population	0	Units	nan	nan	WHO Global Tuberculosis Report 2019, World Health Organisation).	nan	nan	nan
