SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0150	Total fertility rate (number of children per woman)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	1990	F	Female	Y15T49	15 to 49 years old	1.7690000000000001	NUMBER	Number	0	Units	E	Estimated	Compiled by United Nations Population Division (obtained on 25 June 2020)	nan	nan	nan
S_0150	Total fertility rate (number of children per woman)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2019	F	Female	Y15T49	15 to 49 years old	1.574	NUMBER	Number	0	Units	E	Estimated	Compiled by United Nations Population Division (obtained on 25 June 2020)	nan	nan	nan
S_0150	Total fertility rate (number of children per woman)	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	1990	F	Female	Y15T49	15 to 49 years old	3.447	NUMBER	Number	0	Units	E	Estimated	Compiled by United Nations Population Division (obtained on 25 June 2020)	nan	nan	nan
S_0150	Total fertility rate (number of children per woman)	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2019	F	Female	Y15T49	15 to 49 years old	2.138	NUMBER	Number	0	Units	E	Estimated	Compiled by United Nations Population Division (obtained on 25 June 2020)	nan	nan	nan
S_0150	Total fertility rate (number of children per woman)	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	1990	F	Female	Y15T49	15 to 49 years old	7.405	NUMBER	Number	0	Units	E	Estimated	Compiled by United Nations Population Division (obtained on 25 June 2020)	nan	nan	nan
S_0150	Total fertility rate (number of children per woman)	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2019	F	Female	Y15T49	15 to 49 years old	5.321000000000001	NUMBER	Number	0	Units	E	Estimated	Compiled by United Nations Population Division (obtained on 25 June 2020)	nan	nan	nan
S_0150	Total fertility rate (number of children per woman)	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	1990	F	Female	Y15T49	15 to 49 years old	1.902	NUMBER	Number	0	Units	E	Estimated	Compiled by United Nations Population Division (obtained on 25 June 2020)	nan	nan	nan
S_0150	Total fertility rate (number of children per woman)	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2019	F	Female	Y15T49	15 to 49 years old	1.722	NUMBER	Number	0	Units	E	Estimated	Compiled by United Nations Population Division (obtained on 25 June 2020)	nan	nan	nan
S_0150	Total fertility rate (number of children per woman)	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	1990	F	Female	Y15T49	15 to 49 years old	5.601	NUMBER	Number	0	Units	E	Estimated	Compiled by United Nations Population Division (obtained on 25 June 2020)	nan	nan	nan
S_0150	Total fertility rate (number of children per woman)	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	2019	F	Female	Y15T49	15 to 49 years old	2.478	NUMBER	Number	0	Units	E	Estimated	Compiled by United Nations Population Division (obtained on 25 June 2020)	nan	nan	nan
