SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_1680	Proportion of women on the boards of the largest publicly listed companies in the EU, with no action	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2003	F	Female	11.4	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1680	Proportion of women on the boards of the largest publicly listed companies in the EU, with no action	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2004	F	Female	18.3	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1680	Proportion of women on the boards of the largest publicly listed companies in the EU, with no action	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2005	F	Female	18.7	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1680	Proportion of women on the boards of the largest publicly listed companies in the EU, with no action	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2006	F	Female	17.1	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1680	Proportion of women on the boards of the largest publicly listed companies in the EU, with no action	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2007	F	Female	14.5	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1680	Proportion of women on the boards of the largest publicly listed companies in the EU, with no action	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2008	F	Female	11.6	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1680	Proportion of women on the boards of the largest publicly listed companies in the EU, with no action	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2009	F	Female	17.2	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1680	Proportion of women on the boards of the largest publicly listed companies in the EU, with no action	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2010	F	Female	11.2	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1680	Proportion of women on the boards of the largest publicly listed companies in the EU, with no action	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2011	F	Female	15.2	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1680	Proportion of women on the boards of the largest publicly listed companies in the EU, with no action	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2012	F	Female	11.6	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
S_1680	Proportion of women on the boards of the largest publicly listed companies in the EU, with no action	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2013	F	Female	16.7	PT	Percent	0	Units	nan	nan	Data collected by EIGE from January 2017 and previously by the European Commission, DG Justice	nan	nan	nan
