SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	VIOLENCE_TYPE	VIOLENCE_TYPE_DESC	PERPETRATOR	PERPETRATOR_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2016	F	Female	Y_GE15	15 years old and over	SEX	Sexual	BRTH	Brother/step-brother	0.1	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2015-16	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2016	F	Female	Y_GE15	15 years old and over	SEX	Sexual	HUS_PART_CURR	Current husband or partner	53.0	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2015-16	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2016	F	Female	Y_GE15	15 years old and over	SEX	Sexual	BOYFRND	Current or former boyfriend	6.3	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2015-16	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2016	F	Female	Y_GE15	15 years old and over	SEX	Sexual	EMPLYR	Employer/someone at work	1.5	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2015-16	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2016	F	Female	Y_GE15	15 years old and over	SEX	Sexual	FAMFRND	Family friend	0.2	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2015-16	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2016	F	Female	Y_GE15	15 years old and over	SEX	Sexual	FATH	Father/step-father	2.2	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2015-16	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2016	F	Female	Y_GE15	15 years old and over	SEX	Sexual	HUS_PART_FRMR	Former husband or partner	40.7	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2015-16	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2016	F	Female	Y_GE15	15 years old and over	SEX	Sexual	INLAW	In-law	0.1	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2015-16	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2016	F	Female	Y_GE15	15 years old and over	SEX	Sexual	RELATIVE_OTH	Other relative	4.5	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2015-16	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2016	F	Female	Y_GE15	15 years old and over	SEX	Sexual	OWNFRND_ACQ	Own friend/acquaintance	2.3	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2015-16	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2016	F	Female	Y_GE15	15 years old and over	SEX	Sexual	STRANGER	Stranger	1.2	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2015-16	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2017	F	Female	Y_GE15	15 years old and over	SEX	Sexual	BRTH	Brother/step-brother	1.3	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2016-17	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2017	F	Female	Y_GE15	15 years old and over	SEX	Sexual	HUS_PART_CURR	Current husband or partner	57.1	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2016-17	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2017	F	Female	Y_GE15	15 years old and over	SEX	Sexual	BOYFRND	Current or former boyfriend	6.9	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2016-17	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2017	F	Female	Y_GE15	15 years old and over	SEX	Sexual	EMPLYR	Employer/someone at work	0.5	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2016-17	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2017	F	Female	Y_GE15	15 years old and over	SEX	Sexual	FAMFRND	Family friend	2.0	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2016-17	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2017	F	Female	Y_GE15	15 years old and over	SEX	Sexual	FATH	Father/step-father	0.1	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2016-17	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2017	F	Female	Y_GE15	15 years old and over	SEX	Sexual	HUS_PART_FRMR	Former husband or partner	21.5	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2016-17	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2017	F	Female	Y_GE15	15 years old and over	SEX	Sexual	INLAW	In-law	0.1	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2016-17	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2017	F	Female	Y_GE15	15 years old and over	SEX	Sexual	OTHER	Other	2.6	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2016-17	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2017	F	Female	Y_GE15	15 years old and over	SEX	Sexual	RELATIVE_OTH	Other relative	3.3	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2016-17	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2017	F	Female	Y_GE15	15 years old and over	SEX	Sexual	OWNFRND_ACQ	Own friend/acquaintance	8.8	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2016-17	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2017	F	Female	Y_GE15	15 years old and over	SEX	Sexual	POLICE_SOLDIER	Police/soldier	0.5	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2016-17	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2017	F	Female	Y_GE15	15 years old and over	SEX	Sexual	STRANGER	Stranger	4.3	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2016-17	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2017	F	Female	Y_GE15	15 years old and over	SEX	Sexual	TEACH	Teacher	0.6	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2016-17	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	2014	F	Female	Y_GE15	15 years old and over	SEX	Sexual	BRTH	Brother/step-brother	0.0	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2014	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	2014	F	Female	Y_GE15	15 years old and over	SEX	Sexual	HUS_PART_CURR	Current husband or partner	55.7	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2014	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	2014	F	Female	Y_GE15	15 years old and over	SEX	Sexual	BOYFRND	Current or former boyfriend	5.6	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2014	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	2014	F	Female	Y_GE15	15 years old and over	SEX	Sexual	FAMFRND	Family friend	0.9	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2014	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	2014	F	Female	Y_GE15	15 years old and over	SEX	Sexual	FATH	Father/step-father	1.1	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2014	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	2014	F	Female	Y_GE15	15 years old and over	SEX	Sexual	HUS_PART_FRMR	Former husband or partner	21.1	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2014	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	2014	F	Female	Y_GE15	15 years old and over	SEX	Sexual	INLAW	In-law	2.7	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2014	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	2014	F	Female	Y_GE15	15 years old and over	SEX	Sexual	OTHER	Other	0.5	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2014	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	2014	F	Female	Y_GE15	15 years old and over	SEX	Sexual	RELATIVE_OTH	Other relative	5.2	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2014	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	2014	F	Female	Y_GE15	15 years old and over	SEX	Sexual	OWNFRND_ACQ	Own friend/acquaintance	7.3	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2014	nan
