SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	IMMIGRATION_STATUS	IMMIGRATION_STATUS_DESC	SOCIOEC_STATUS	SOCIOEC_STATUS_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2014	F	Female	_T	Total	_T	Total	32.82	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2014	M	Male	_T	Total	_T	Total	50.46	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2014	_T	Both sexes or no breakdown by sex	_T	Total	HIGH	High socio-economic status	23.23	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2014	_T	Both sexes or no breakdown by sex	IMM	Immigrant background	_T	Total	38.99	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2014	_T	Both sexes or no breakdown by sex	_T	Total	LOW	Low socio-economic status	54.32	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2014	_T	Both sexes or no breakdown by sex	NON_IMM	Non-immigrant background	_T	Total	33.98	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2016	F	Female	_T	Total	_T	Total	48.7	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2016	M	Male	_T	Total	_T	Total	11.83	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	2013	F	Female	_T	Total	_T	Total	22.2	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	2013	M	Male	_T	Total	_T	Total	45.7	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	-101.6575058	57.72360191	124	Canada	2014	F	Female	_T	Total	_T	Total	38.18	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	-101.6575058	57.72360191	124	Canada	2014	M	Male	_T	Total	_T	Total	43.36	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	-101.6575058	57.72360191	124	Canada	2014	_T	Both sexes or no breakdown by sex	_T	Total	HIGH	High socio-economic status	33.1	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	-101.6575058	57.72360191	124	Canada	2014	_T	Both sexes or no breakdown by sex	_T	Total	LOW	Low socio-economic status	25.52	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	80.70489654	7.614693343	144	Sri Lanka	2016	F	Female	_T	Total	_T	Total	28.8	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	80.70489654	7.614693343	144	Sri Lanka	2016	M	Male	_T	Total	_T	Total	19.98	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	-71.23029019	-35.265288500000004	152	Chile	2013	F	Female	_T	Total	_T	Total	13.9	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	-71.23029019	-35.265288500000004	152	Chile	2013	M	Male	_T	Total	_T	Total	45.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	-159.77113909999997	-21.22696458	184	Cook Islands	2015	F	Female	_T	Total	_T	Total	31.8	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	-159.77113909999997	-21.22696458	184	Cook Islands	2015	M	Male	_T	Total	_T	Total	32.84	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	17.95874553	45.45172212	191	Croatia	2014	F	Female	_T	Total	_T	Total	16.57	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	17.95874553	45.45172212	191	Croatia	2014	M	Male	_T	Total	_T	Total	17.84	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	17.95874553	45.45172212	191	Croatia	2014	_T	Both sexes or no breakdown by sex	_T	Total	HIGH	High socio-economic status	26.67	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	17.95874553	45.45172212	191	Croatia	2014	_T	Both sexes or no breakdown by sex	IMM	Immigrant background	_T	Total	44.5	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	17.95874553	45.45172212	191	Croatia	2014	_T	Both sexes or no breakdown by sex	_T	Total	LOW	Low socio-economic status	22.5	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	17.95874553	45.45172212	191	Croatia	2014	_T	Both sexes or no breakdown by sex	NON_IMM	Non-immigrant background	_T	Total	16.9	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	15.33151382	49.73913871	203	Czechia	2014	F	Female	_T	Total	_T	Total	16.99	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	15.33151382	49.73913871	203	Czechia	2014	M	Male	_T	Total	_T	Total	29.72	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	15.33151382	49.73913871	203	Czechia	2014	_T	Both sexes or no breakdown by sex	_T	Total	HIGH	High socio-economic status	47.3	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	15.33151382	49.73913871	203	Czechia	2014	_T	Both sexes or no breakdown by sex	IMM	Immigrant background	_T	Total	50.2	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	15.33151382	49.73913871	203	Czechia	2014	_T	Both sexes or no breakdown by sex	_T	Total	LOW	Low socio-economic status	32.48	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	15.33151382	49.73913871	203	Czechia	2014	_T	Both sexes or no breakdown by sex	NON_IMM	Non-immigrant background	_T	Total	15.05	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	2.339933594	9.65401646	204	Benin	2016	F	Female	_T	Total	_T	Total	51.5	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	2.339933594	9.65401646	204	Benin	2016	M	Male	_T	Total	_T	Total	23.69	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	9.326571283	56.03829721	208	Denmark	2014	F	Female	_T	Total	_T	Total	20.33	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	9.326571283	56.03829721	208	Denmark	2014	M	Male	_T	Total	_T	Total	32.58	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	9.326571283	56.03829721	208	Denmark	2014	_T	Both sexes or no breakdown by sex	_T	Total	HIGH	High socio-economic status	54.23	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	9.326571283	56.03829721	208	Denmark	2014	_T	Both sexes or no breakdown by sex	IMM	Immigrant background	_T	Total	32.5	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	9.326571283	56.03829721	208	Denmark	2014	_T	Both sexes or no breakdown by sex	_T	Total	LOW	Low socio-economic status	19.2	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	9.326571283	56.03829721	208	Denmark	2014	_T	Both sexes or no breakdown by sex	NON_IMM	Non-immigrant background	_T	Total	19.9	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	-70.49847576	18.89832088	214	Dominican Republic	2016	F	Female	_T	Total	_T	Total	22.3	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	-70.49847576	18.89832088	214	Dominican Republic	2016	M	Male	_T	Total	_T	Total	30.16	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	-88.86862995	13.73603564	222	El Salvador	2013	F	Female	_T	Total	_T	Total	24.3	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	-88.86862995	13.73603564	222	El Salvador	2013	M	Male	_T	Total	_T	Total	7.95	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	25.84093481	58.68487172	233	Estonia	2014	F	Female	_T	Total	_T	Total	36.93	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	25.84093481	58.68487172	233	Estonia	2014	M	Male	_T	Total	_T	Total	15.28	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	25.84093481	58.68487172	233	Estonia	2014	_T	Both sexes or no breakdown by sex	_T	Total	HIGH	High socio-economic status	31.84	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
