SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	ETHNICITY	ETHNICITY_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2005	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	23.3	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2005	F	Female	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	33.6	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2005	M	Male	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	13.4	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2006	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	22.9	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2006	F	Female	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	33.2	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2006	M	Male	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	13.0	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2007	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	22.4	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2007	F	Female	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	32.7	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2007	M	Male	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	12.7	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2008	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	22.0	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2008	F	Female	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	32.0	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2008	M	Male	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	12.5	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2009	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	22.2	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2009	F	Female	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	32.0	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2009	M	Male	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	12.9	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2010	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	22.0	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2010	F	Female	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	31.8	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2010	M	Male	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	12.8	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2011	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	21.8	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2011	F	Female	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	31.5	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2011	M	Male	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	12.6	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2012	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	21.7	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2012	F	Female	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	31.4	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2012	M	Male	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	12.5	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2013	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	21.9	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2013	F	Female	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	31.5	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2013	M	Male	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	12.8	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2014	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	21.7	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2014	F	Female	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	31.2	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2014	M	Male	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	12.8	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2015	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	21.7	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2015	F	Female	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	31.0	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2015	M	Male	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	12.9	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2016	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	21.7	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2016	F	Female	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	30.8	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2016	M	Male	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	13.1	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2017	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	21.8	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2017	F	Female	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	30.8	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2017	M	Male	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	13.3	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2018	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	22.0	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2018	F	Female	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	30.9	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2018	M	Male	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	13.6	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2019	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	22.2	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2019	F	Female	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	31.1	PT	Percent	0	Units	nan	nan	ILO estimatives	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2019	F	Female	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	31.1	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	0	Global	nan	nan	1	World	2019	M	Male	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	13.9	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	4	Country or Area	66.02688198	33.83160199	4	Afghanistan	2017	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	42.0	PT	Percent	0	Units	C	Country data	HIES - Living Condition Survey	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	4	Country or Area	66.02688198	33.83160199	4	Afghanistan	2017	F	Female	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	65.9	PT	Percent	0	Units	C	Country data	HIES - Living Condition Survey	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	4	Country or Area	66.02688198	33.83160199	4	Afghanistan	2017	M	Male	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	18.3	PT	Percent	0	Units	C	Country data	HIES - Living Condition Survey	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2007	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	33.8	PT	Percent	0	Units	C	Country data	LFS - Labour Force Survey	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2007	F	Female	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	36.7	PT	Percent	0	Units	C	Country data	LFS - Labour Force Survey	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2007	M	Male	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	30.8	PT	Percent	0	Units	C	Country data	LFS - Labour Force Survey	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2008	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	28.1	PT	Percent	0	Units	C	Country data	LFS - Labour Force Survey	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2008	F	Female	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	30.8	PT	Percent	0	Units	C	Country data	LFS - Labour Force Survey	nan	nan	nan
