SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	HOUSEHOLD_TYPE	HOUSEHOLD_TYPE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0900	Labour force participation rate among people aged 25–54 by sex and household type	G	Global	0	Global	nan	nan	1	World	2020	M	Male	Y25T54	25 to 54 years old	5	Extended family	92.4	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2326	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0900	Labour force participation rate among people aged 25–54 by sex and household type	G	Global	0	Global	nan	nan	1	World	2020	M	Male	Y25T54	25 to 54 years old	3	Couples with children	96.6	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2327	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0900	Labour force participation rate among people aged 25–54 by sex and household type	G	Global	0	Global	nan	nan	1	World	2020	M	Male	Y25T54	25 to 54 years old	2	Couples without children	94.2	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2328	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0900	Labour force participation rate among people aged 25–54 by sex and household type	G	Global	0	Global	nan	nan	1	World	2020	M	Male	Y25T54	25 to 54 years old	4	Lone parents	90.9	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2329	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0900	Labour force participation rate among people aged 25–54 by sex and household type	G	Global	0	Global	nan	nan	1	World	2020	M	Male	Y25T54	25 to 54 years old	1	One person	90.0	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2330	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0900	Labour force participation rate among people aged 25–54 by sex and household type	G	Global	0	Global	nan	nan	1	World	2020	F	Female	Y25T54	25 to 54 years old	5	Extended family	45.1	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2331	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0900	Labour force participation rate among people aged 25–54 by sex and household type	G	Global	0	Global	nan	nan	1	World	2020	F	Female	Y25T54	25 to 54 years old	3	Couples with children	48.2	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2332	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0900	Labour force participation rate among people aged 25–54 by sex and household type	G	Global	0	Global	nan	nan	1	World	2020	F	Female	Y25T54	25 to 54 years old	2	Couples without children	64.3	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2333	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0900	Labour force participation rate among people aged 25–54 by sex and household type	G	Global	0	Global	nan	nan	1	World	2020	F	Female	Y25T54	25 to 54 years old	4	Lone parents	69.0	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2334	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0900	Labour force participation rate among people aged 25–54 by sex and household type	G	Global	0	Global	nan	nan	1	World	2020	F	Female	Y25T54	25 to 54 years old	1	One person	82.4	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2335	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
