SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0070	Proportion of women who were married or in a union before age 15	N	National	4	Country or Area	37.13024774	30.65365973	400	Jordan	1990	F	Female	Y25T49	25 to 49 years old	8.2	PT	Percent	0	Units	nan	nan	Population and Family Health Surveys Series, Department of Statistics	nan	nan	1990 DHS
S_0070	Proportion of women who were married or in a union before age 15	N	National	4	Country or Area	37.13024774	30.65365973	400	Jordan	1990	F	Female	Y15T19	15 to 19 years old	1.1	PT	Percent	0	Units	nan	nan	Population and Family Health Surveys Series, Department of Statistics	nan	nan	1990 DHS
S_0070	Proportion of women who were married or in a union before age 15	N	National	4	Country or Area	37.13024774	30.65365973	400	Jordan	1990	F	Female	Y20T24	20 to 24 years old	2.1	PT	Percent	0	Units	nan	nan	Population and Family Health Surveys Series, Department of Statistics	nan	nan	1990 DHS
S_0070	Proportion of women who were married or in a union before age 15	N	National	4	Country or Area	37.13024774	30.65365973	400	Jordan	1990	F	Female	Y25T29	25 to 29 years old	4.9	PT	Percent	0	Units	nan	nan	Population and Family Health Surveys Series, Department of Statistics	nan	nan	1990 DHS
S_0070	Proportion of women who were married or in a union before age 15	N	National	4	Country or Area	37.13024774	30.65365973	400	Jordan	1990	F	Female	Y30T34	30 to 34 years old	8.4	PT	Percent	0	Units	nan	nan	Population and Family Health Surveys Series, Department of Statistics	nan	nan	1990 DHS
S_0070	Proportion of women who were married or in a union before age 15	N	National	4	Country or Area	37.13024774	30.65365973	400	Jordan	1990	F	Female	Y35T39	35 to 39 years old	9.3	PT	Percent	0	Units	nan	nan	Population and Family Health Surveys Series, Department of Statistics	nan	nan	1990 DHS
S_0070	Proportion of women who were married or in a union before age 15	N	National	4	Country or Area	37.13024774	30.65365973	400	Jordan	1990	F	Female	Y40T44	40 to 44 years old	10.4	PT	Percent	0	Units	nan	nan	Population and Family Health Surveys Series, Department of Statistics	nan	nan	1990 DHS
S_0070	Proportion of women who were married or in a union before age 15	N	National	4	Country or Area	37.13024774	30.65365973	400	Jordan	1990	F	Female	Y45T49	45 to 49 years old	11.4	PT	Percent	0	Units	nan	nan	Population and Family Health Surveys Series, Department of Statistics	nan	nan	1990 DHS
S_0070	Proportion of women who were married or in a union before age 15	N	National	4	Country or Area	37.13024774	30.65365973	400	Jordan	1997	F	Female	Y25T49	25 to 49 years old	4.2	PT	Percent	0	Units	nan	nan	Population and Family Health Surveys Series, Department of Statistics	nan	nan	1997 DHS
S_0070	Proportion of women who were married or in a union before age 15	N	National	4	Country or Area	37.13024774	30.65365973	400	Jordan	1997	F	Female	Y15T19	15 to 19 years old	1.2	PT	Percent	0	Units	nan	nan	Population and Family Health Surveys Series, Department of Statistics	nan	nan	1997 DHS
S_0070	Proportion of women who were married or in a union before age 15	N	National	4	Country or Area	37.13024774	30.65365973	400	Jordan	1997	F	Female	Y20T24	20 to 24 years old	0.9	PT	Percent	0	Units	nan	nan	Population and Family Health Surveys Series, Department of Statistics	nan	nan	1997 DHS
S_0070	Proportion of women who were married or in a union before age 15	N	National	4	Country or Area	37.13024774	30.65365973	400	Jordan	1997	F	Female	Y25T29	25 to 29 years old	1.7	PT	Percent	0	Units	nan	nan	Population and Family Health Surveys Series, Department of Statistics	nan	nan	1997 DHS
