SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0500	Number of new HIV infections per 1,000 uninfected population, by sex and age	G	Global	0	Global	nan	nan	1	World	2000	F	Female	_T	All age ranges or no breakdown by age	0.47	PER_1000_UNINFECTED_POP	Per 1,000 uninfected population	0	Units	nan	nan	The Joint United Nations Programme on HIV/AIDS (UNAIDS).	nan	nan	nan
S_0500	Number of new HIV infections per 1,000 uninfected population, by sex and age	G	Global	0	Global	nan	nan	1	World	2000	M	Male	_T	All age ranges or no breakdown by age	0.46	PER_1000_UNINFECTED_POP	Per 1,000 uninfected population	0	Units	nan	nan	The Joint United Nations Programme on HIV/AIDS (UNAIDS).	nan	nan	nan
S_0500	Number of new HIV infections per 1,000 uninfected population, by sex and age	G	Global	0	Global	nan	nan	1	World	2005	F	Female	_T	All age ranges or no breakdown by age	0.38	PER_1000_UNINFECTED_POP	Per 1,000 uninfected population	0	Units	nan	nan	The Joint United Nations Programme on HIV/AIDS (UNAIDS).	nan	nan	nan
S_0500	Number of new HIV infections per 1,000 uninfected population, by sex and age	G	Global	0	Global	nan	nan	1	World	2005	M	Male	_T	All age ranges or no breakdown by age	0.38	PER_1000_UNINFECTED_POP	Per 1,000 uninfected population	0	Units	nan	nan	The Joint United Nations Programme on HIV/AIDS (UNAIDS).	nan	nan	nan
S_0500	Number of new HIV infections per 1,000 uninfected population, by sex and age	G	Global	0	Global	nan	nan	1	World	2010	F	Female	_T	All age ranges or no breakdown by age	0.31	PER_1000_UNINFECTED_POP	Per 1,000 uninfected population	0	Units	nan	nan	The Joint United Nations Programme on HIV/AIDS (UNAIDS).	nan	nan	nan
S_0500	Number of new HIV infections per 1,000 uninfected population, by sex and age	G	Global	0	Global	nan	nan	1	World	2010	M	Male	_T	All age ranges or no breakdown by age	0.31	PER_1000_UNINFECTED_POP	Per 1,000 uninfected population	0	Units	nan	nan	The Joint United Nations Programme on HIV/AIDS (UNAIDS).	nan	nan	nan
S_0500	Number of new HIV infections per 1,000 uninfected population, by sex and age	G	Global	0	Global	nan	nan	1	World	2015	F	Female	_T	All age ranges or no breakdown by age	0.25	PER_1000_UNINFECTED_POP	Per 1,000 uninfected population	0	Units	nan	nan	The Joint United Nations Programme on HIV/AIDS (UNAIDS).	nan	nan	nan
S_0500	Number of new HIV infections per 1,000 uninfected population, by sex and age	G	Global	0	Global	nan	nan	1	World	2015	M	Male	_T	All age ranges or no breakdown by age	0.27	PER_1000_UNINFECTED_POP	Per 1,000 uninfected population	0	Units	nan	nan	The Joint United Nations Programme on HIV/AIDS (UNAIDS).	nan	nan	nan
S_0500	Number of new HIV infections per 1,000 uninfected population, by sex and age	G	Global	0	Global	nan	nan	1	World	2018	F	Female	_T	All age ranges or no breakdown by age	0.22	PER_1000_UNINFECTED_POP	Per 1,000 uninfected population	0	Units	nan	nan	The Joint United Nations Programme on HIV/AIDS (UNAIDS).	nan	nan	nan
S_0500	Number of new HIV infections per 1,000 uninfected population, by sex and age	G	Global	0	Global	nan	nan	1	World	2018	M	Male	_T	All age ranges or no breakdown by age	0.25	PER_1000_UNINFECTED_POP	Per 1,000 uninfected population	0	Units	nan	nan	The Joint United Nations Programme on HIV/AIDS (UNAIDS).	nan	nan	nan
S_0500	Number of new HIV infections per 1,000 uninfected population, by sex and age	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2000	F	Female	_T	All age ranges or no breakdown by age	3.7	PER_1000_UNINFECTED_POP	Per 1,000 uninfected population	0	Units	nan	nan	The Joint United Nations Programme on HIV/AIDS (UNAIDS).	nan	nan	nan
S_0500	Number of new HIV infections per 1,000 uninfected population, by sex and age	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2000	M	Male	_T	All age ranges or no breakdown by age	2.81	PER_1000_UNINFECTED_POP	Per 1,000 uninfected population	0	Units	nan	nan	The Joint United Nations Programme on HIV/AIDS (UNAIDS).	nan	nan	nan
S_0500	Number of new HIV infections per 1,000 uninfected population, by sex and age	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2005	F	Female	_T	All age ranges or no breakdown by age	2.78	PER_1000_UNINFECTED_POP	Per 1,000 uninfected population	0	Units	nan	nan	The Joint United Nations Programme on HIV/AIDS (UNAIDS).	nan	nan	nan
S_0500	Number of new HIV infections per 1,000 uninfected population, by sex and age	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2005	M	Male	_T	All age ranges or no breakdown by age	2.1	PER_1000_UNINFECTED_POP	Per 1,000 uninfected population	0	Units	nan	nan	The Joint United Nations Programme on HIV/AIDS (UNAIDS).	nan	nan	nan
S_0500	Number of new HIV infections per 1,000 uninfected population, by sex and age	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2010	F	Female	_T	All age ranges or no breakdown by age	2.08	PER_1000_UNINFECTED_POP	Per 1,000 uninfected population	0	Units	nan	nan	The Joint United Nations Programme on HIV/AIDS (UNAIDS).	nan	nan	nan
S_0500	Number of new HIV infections per 1,000 uninfected population, by sex and age	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2010	M	Male	_T	All age ranges or no breakdown by age	1.54	PER_1000_UNINFECTED_POP	Per 1,000 uninfected population	0	Units	nan	nan	The Joint United Nations Programme on HIV/AIDS (UNAIDS).	nan	nan	nan
S_0500	Number of new HIV infections per 1,000 uninfected population, by sex and age	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2015	F	Female	_T	All age ranges or no breakdown by age	1.52	PER_1000_UNINFECTED_POP	Per 1,000 uninfected population	0	Units	nan	nan	The Joint United Nations Programme on HIV/AIDS (UNAIDS).	nan	nan	nan
S_0500	Number of new HIV infections per 1,000 uninfected population, by sex and age	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2015	M	Male	_T	All age ranges or no breakdown by age	1.12	PER_1000_UNINFECTED_POP	Per 1,000 uninfected population	0	Units	nan	nan	The Joint United Nations Programme on HIV/AIDS (UNAIDS).	nan	nan	nan
S_0500	Number of new HIV infections per 1,000 uninfected population, by sex and age	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2018	F	Female	_T	All age ranges or no breakdown by age	1.27	PER_1000_UNINFECTED_POP	Per 1,000 uninfected population	0	Units	nan	nan	The Joint United Nations Programme on HIV/AIDS (UNAIDS).	nan	nan	nan
S_0500	Number of new HIV infections per 1,000 uninfected population, by sex and age	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2018	M	Male	_T	All age ranges or no breakdown by age	0.93	PER_1000_UNINFECTED_POP	Per 1,000 uninfected population	0	Units	nan	nan	The Joint United Nations Programme on HIV/AIDS (UNAIDS).	nan	nan	nan
S_0500	Number of new HIV infections per 1,000 uninfected population, by sex and age	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2018	F	Female	Y15T24	15 to 24 years old	2.76	PER_1000_UNINFECTED_POP	Per 1,000 uninfected population	0	Units	nan	nan	The Joint United Nations Programme on HIV/AIDS (UNAIDS).	nan	nan	nan
S_0500	Number of new HIV infections per 1,000 uninfected population, by sex and age	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2018	M	Male	Y15T24	15 to 24 years old	1.16	PER_1000_UNINFECTED_POP	Per 1,000 uninfected population	0	Units	nan	nan	The Joint United Nations Programme on HIV/AIDS (UNAIDS).	nan	nan	nan
S_0500	Number of new HIV infections per 1,000 uninfected population, by sex and age	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2000	F	Female	_T	All age ranges or no breakdown by age	0.2	PER_1000_UNINFECTED_POP	Per 1,000 uninfected population	0	Units	nan	nan	The Joint United Nations Programme on HIV/AIDS (UNAIDS).	nan	nan	nan
S_0500	Number of new HIV infections per 1,000 uninfected population, by sex and age	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2000	M	Male	_T	All age ranges or no breakdown by age	0.36	PER_1000_UNINFECTED_POP	Per 1,000 uninfected population	0	Units	nan	nan	The Joint United Nations Programme on HIV/AIDS (UNAIDS).	nan	nan	nan
