SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0495	Maternal mortality ratio - number of maternal deaths per 100,000 live births	G	Global	0	Global	nan	nan	1	World	2000	F	Female	_T	All age ranges or no breakdown by age	342	PER_100000_LIVE_BIRTHS	Per 100,000 live births	0	Units	E	Estimated	Trends in maternal mortality: 2000 to 2017: estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	nan	nan	nan
S_0495	Maternal mortality ratio - number of maternal deaths per 100,000 live births	G	Global	0	Global	nan	nan	1	World	2005	F	Female	_T	All age ranges or no breakdown by age	296	PER_100000_LIVE_BIRTHS	Per 100,000 live births	0	Units	E	Estimated	Trends in maternal mortality: 2000 to 2017: estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	nan	nan	nan
S_0495	Maternal mortality ratio - number of maternal deaths per 100,000 live births	G	Global	0	Global	nan	nan	1	World	2010	F	Female	_T	All age ranges or no breakdown by age	248	PER_100000_LIVE_BIRTHS	Per 100,000 live births	0	Units	E	Estimated	Trends in maternal mortality: 2000 to 2017: estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	nan	nan	nan
S_0495	Maternal mortality ratio - number of maternal deaths per 100,000 live births	G	Global	0	Global	nan	nan	1	World	2015	F	Female	_T	All age ranges or no breakdown by age	219	PER_100000_LIVE_BIRTHS	Per 100,000 live births	0	Units	E	Estimated	Trends in maternal mortality: 2000 to 2017: estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	nan	nan	nan
S_0495	Maternal mortality ratio - number of maternal deaths per 100,000 live births	G	Global	0	Global	nan	nan	1	World	2017	F	Female	_T	All age ranges or no breakdown by age	211	PER_100000_LIVE_BIRTHS	Per 100,000 live births	0	Units	E	Estimated	Trends in maternal mortality: 2000 to 2017: estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	nan	nan	nan
S_0495	Maternal mortality ratio - number of maternal deaths per 100,000 live births	G	Global	2	Sub-region	nan	nan	53	Australia and New Zealand	2017	F	Female	_T	All age ranges or no breakdown by age	7	PER_100000_LIVE_BIRTHS	Per 100,000 live births	0	Units	E	Estimated	Trends in maternal mortality: 2000 to 2017: estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	nan	nan	nan
S_0495	Maternal mortality ratio - number of maternal deaths per 100,000 live births	G	Global	1	Region	nan	nan	513	Northern America and Europe	2017	F	Female	_T	All age ranges or no breakdown by age	12	PER_100000_LIVE_BIRTHS	Per 100,000 live births	0	Units	E	Estimated	Trends in maternal mortality: 2000 to 2017: estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	nan	nan	nan
S_0495	Maternal mortality ratio - number of maternal deaths per 100,000 live births	G	Global	2	Sub-region	nan	nan	753	Eastern Asia and South-eastern Asia	2017	F	Female	_T	All age ranges or no breakdown by age	69	PER_100000_LIVE_BIRTHS	Per 100,000 live births	0	Units	E	Estimated	Trends in maternal mortality: 2000 to 2017: estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	nan	nan	nan
S_0495	Maternal mortality ratio - number of maternal deaths per 100,000 live births	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2017	F	Female	_T	All age ranges or no breakdown by age	74	PER_100000_LIVE_BIRTHS	Per 100,000 live births	0	Units	E	Estimated	Trends in maternal mortality: 2000 to 2017: estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	nan	nan	nan
S_0495	Maternal mortality ratio - number of maternal deaths per 100,000 live births	G	Global	2	Sub-region	nan	nan	747	Western Asia and Northern Africa	2017	F	Female	_T	All age ranges or no breakdown by age	84	PER_100000_LIVE_BIRTHS	Per 100,000 live births	0	Units	E	Estimated	Trends in maternal mortality: 2000 to 2017: estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	nan	nan	nan
S_0495	Maternal mortality ratio - number of maternal deaths per 100,000 live births	G	Global	2	Sub-region	nan	nan	543	Oceania excluding Australia and New Zealand	2017	F	Female	_T	All age ranges or no breakdown by age	129	PER_100000_LIVE_BIRTHS	Per 100,000 live births	0	Units	E	Estimated	Trends in maternal mortality: 2000 to 2017: estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	nan	nan	nan
S_0495	Maternal mortality ratio - number of maternal deaths per 100,000 live births	G	Global	2	Sub-region	nan	nan	62	Central Asia and Southern Asia	2017	F	Female	_T	All age ranges or no breakdown by age	151	PER_100000_LIVE_BIRTHS	Per 100,000 live births	0	Units	E	Estimated	Trends in maternal mortality: 2000 to 2017: estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	nan	nan	nan
S_0495	Maternal mortality ratio - number of maternal deaths per 100,000 live births	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2017	F	Female	_T	All age ranges or no breakdown by age	542	PER_100000_LIVE_BIRTHS	Per 100,000 live births	0	Units	E	Estimated	Trends in maternal mortality: 2000 to 2017: estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	nan	nan	nan
