SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	66.02688198	33.83160199	4	Afghanistan	2015	F	Female	15.8	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	66.02688198	33.83160199	4	Afghanistan	2020	F	Female	16.257309941520468	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2020	F	Female	40.24756189047262	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	2.678164227	28.15940032	12	Algeria	2015	F	Female	29.600000000000005	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	2.678164227	28.15940032	12	Algeria	2020	F	Female	32.13433495360141	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	1.5762574169999999	42.54548611	20	Andorra	2015	F	Female	42.9	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	1.5762574169999999	42.54548611	20	Andorra	2020	F	Female	46.21212121212121	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	-61.7999755	17.07761471	28	Antigua and Barbuda	2015	F	Female	12.2	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	-61.7999755	17.07761471	28	Antigua and Barbuda	2020	F	Female	12.2	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	134.3499412	-25.57717202	36	Australia	2015	F	Female	27.530000000000005	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	134.3499412	-25.57717202	36	Australia	2020	F	Female	32.29166666666667	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	-78.05111663	24.69546597	44	Bahamas	2015	F	Female	16.5	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	-78.05111663	24.69546597	44	Bahamas	2020	F	Female	16.5	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	50.54907539999999	26.04407747	48	Bahrain	2015	F	Female	8.6	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	50.54907539999999	26.04407747	48	Bahrain	2020	F	Female	13.698630136986301	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	44.93839317	40.29499741	51	Armenia	2015	F	Female	20.9	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	44.93839317	40.29499741	51	Armenia	2020	F	Female	32.132963988919656	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	-59.53464889999999	13.13648273	52	Barbados	2015	F	Female	17.6	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	-59.53464889999999	13.13648273	52	Barbados	2020	F	Female	27.407407407407412	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	4.660976456	50.64104975	56	Belgium	2015	F	Female	48.8	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	4.660976456	50.64104975	56	Belgium	2020	F	Female	48.78048780487804	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	90.45098484	27.39598568	64	Bhutan	2015	F	Female	8.9	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	90.45098484	27.39598568	64	Bhutan	2020	F	Female	10.638297872340424	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	23.81380223	-22.18810073	72	Botswana	2015	F	Female	8.9	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	23.81380223	-22.18810073	72	Botswana	2020	F	Female	8.854166666666668	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	-53.08432878	-10.77668561	76	Brazil	2020	F	Female	32.2193758733116	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	-88.70199554	17.19965901	84	Belize	2015	F	Female	4.05	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	-88.70199554	17.19965901	84	Belize	2020	F	Female	11.111111111111109	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	160.1584117	-9.622391719	90	Solomon Islands	2015	F	Female	5.9	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	160.1584117	-9.622391719	90	Solomon Islands	2020	F	Female	7.807807807807808	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2015	F	Female	32.3	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2020	F	Female	25.844377939290293	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2020	F	Female	13.329486439699943	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	2015	F	Female	19.0	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	2020	F	Female	19.0	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	-101.6575058	57.72360191	124	Canada	2015	F	Female	28.500000000000004	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	-101.6575058	57.72360191	124	Canada	2020	F	Female	29.910714285714285	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	-23.63544151	15.07791834	132	Cabo Verde	2020	F	Female	13.248638838475499	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	80.70489654	7.614693343	144	Sri Lanka	2020	F	Female	9.039180621037227	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	18.66618401	15.36279341	148	Chad	2015	F	Female	10.3	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	18.66618401	15.36279341	148	Chad	2020	F	Female	10.290986515259046	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	-71.23029019	-35.265288500000004	152	Chile	2015	F	Female	19.57	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	-71.23029019	-35.265288500000004	152	Chile	2020	F	Female	41.35416666666666	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	-73.07446751	3.888209046	170	Colombia	2020	F	Female	34.56321215409658	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
S_1280	Share of women among candidate for the lower or single houses of parliament	G	Global	4	Country or Area	43.34234565	-11.66121732	174	Comoros	2020	F	Female	2.4630541871921183	PT	Percent	0	Units	nan	nan	IPU	nan	nan	nan
