SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	VIOLENCE_TYPE	VIOLENCE_TYPE_DESC	OBS_VALUE	LOWER_BOUND	UPPER_BOUND	STD_ERROR	VAR_COEF	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	_X	Not Available or not specified	PHY	Physical	3797.0	1543.206579	6050.793421	1370.209108	36.08662386	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	_X	Not Available or not specified	PHY+SEX+PSY	Physical or sexual or psychological	16645.0	10066.856590000001	23223.14341	3999.227229	24.02659795	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	_X	Not Available or not specified	PSY	Psychological	16645.0	10066.856590000001	23223.14341	3999.227229	24.02659795	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	_X	Not Available or not specified	SEX	Sexual	1380.0	109.50628490000001	2650.493715	772.405334	55.97140101	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y_GE15	15 years old and over	PHY	Physical	2819534.0	2733074.0069999998	2905993.9930000002	52563.94325	1.864277687	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y_GE15	15 years old and over	PHY+SEX+PSY	Physical or sexual or psychological	10376556.0	10207399.71	10545712.29	102839.72	0.99107758	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y_GE15	15 years old and over	PSY	Psychological	10070034.0	9903314.321	10236753.68	101358.368	1.0065345159999999	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y_GE15	15 years old and over	SEX	Sexual	902287.0	852638.9901	951935.0099	30183.84682	3.34526008	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y_GE60	60 years old and over	PHY	Physical	290265.0	261137.6725	319392.3275	17708.157730000003	6.10068652	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y_GE60	60 years old and over	PHY+SEX+PSY	Physical or sexual or psychological	819472.0	774237.7445	864706.2555	27500.47467	3.355877281	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y_GE60	60 years old and over	PSY	Psychological	773014.0	729046.0023	816981.9977	26730.64456	3.457976772	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y_GE60	60 years old and over	SEX	Sexual	48327.0	38141.365410000006	58512.634589999994	6192.426135	12.81359516	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y15T17	15 to 17 years old	PHY	Physical	104702.0	82030.11749	127373.8825	13783.52587	13.16452968	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y15T17	15 to 17 years old	PHY+SEX+PSY	Physical or sexual or psychological	606304.0	557268.6793	655339.3207	29811.358210000002	4.916899478	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y15T17	15 to 17 years old	PSY	Psychological	593597.0	545021.6873	642172.3127	29531.693219999997	4.975040847	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y15T17	15 to 17 years old	SEX	Sexual	32922.0	22044.2276	43799.7724	6613.216047999999	20.08752824	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y15T49	15 to 49 years old	PHY	Physical	2169505.0	2095437.592	2243572.4080000003	45029.78694	2.075578851	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y15T49	15 to 49 years old	PHY+SEX+PSY	Physical or sexual or psychological	8274818.0	8124571.132	8425064.867999999	91343.60964	1.103874546	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y15T49	15 to 49 years old	PSY	Psychological	8070016.0	7921514.0479999995	8218517.9520000005	90282.77626	1.118743461	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y15T49	15 to 49 years old	SEX	Sexual	727113.0	684104.5714	770121.4286	26147.26799	3.596039128	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y18T19	18 to 19 years old	PHY	Physical	103348.0	85753.46907	120942.5309	10696.71528	10.35019089	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
