SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0760	Rate of femicide	R	Regional	4	Country or Area	-84.19712782	9.970998683	188	Costa Rica	2018	F	Female	1.0	PER_100000_WOMEN	Per 100,000 women	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), Gender Equality Observatory for Latin America and the Caribbean [online] https://oig.cepal.org/en.	nan	Latest available year	nan
S_0760	Rate of femicide	R	Regional	4	Country or Area	-70.49847576	18.89832088	214	Dominican Republic	2018	F	Female	1.9	PER_100000_WOMEN	Per 100,000 women	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), Gender Equality Observatory for Latin America and the Caribbean [online] https://oig.cepal.org/en.	nan	Latest available year	nan
S_0760	Rate of femicide	R	Regional	4	Country or Area	-78.37005241	-1.4477858909999999	218	Ecuador	2018	F	Female	1.3	PER_100000_WOMEN	Per 100,000 women	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), Gender Equality Observatory for Latin America and the Caribbean [online] https://oig.cepal.org/en.	nan	Latest available year	nan
S_0760	Rate of femicide	R	Regional	4	Country or Area	-88.86862995	13.73603564	222	El Salvador	2018	F	Female	6.8	PER_100000_WOMEN	Per 100,000 women	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), Gender Equality Observatory for Latin America and the Caribbean [online] https://oig.cepal.org/en.	nan	Latest available year	nan
S_0760	Rate of femicide	R	Regional	4	Country or Area	-65.14563274	-35.19446255	32	Argentina	2018	F	Female	1.1	PER_100000_WOMEN	Per 100,000 women	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), Gender Equality Observatory for Latin America and the Caribbean [online] https://oig.cepal.org/en.	nan	Latest available year	nan
S_0760	Rate of femicide	R	Regional	4	Country or Area	-91.23127459999999	15.00273719	320	Guatemala	2018	F	Female	2.0	PER_100000_WOMEN	Per 100,000 women	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), Gender Equality Observatory for Latin America and the Caribbean [online] https://oig.cepal.org/en.	nan	Latest available year	nan
S_0760	Rate of femicide	R	Regional	4	Country or Area	-86.59974381	14.82243161	340	Honduras	2017	F	Female	5.1	PER_100000_WOMEN	Per 100,000 women	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), Gender Equality Observatory for Latin America and the Caribbean [online] https://oig.cepal.org/en.	nan	Latest available year	nan
S_0760	Rate of femicide	R	Regional	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2018	F	Female	1.4	PER_100000_WOMEN	Per 100,000 women	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), Gender Equality Observatory for Latin America and the Caribbean [online] https://oig.cepal.org/en.	nan	Latest available year	nan
S_0760	Rate of femicide	R	Regional	4	Country or Area	-81.26616623	8.450965746	591	Panama	2018	F	Female	0.9	PER_100000_WOMEN	Per 100,000 women	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), Gender Equality Observatory for Latin America and the Caribbean [online] https://oig.cepal.org/en.	nan	Latest available year	nan
S_0760	Rate of femicide	R	Regional	4	Country or Area	-60.54854225	-21.70216237	600	Paraguay	2018	F	Female	1.7	PER_100000_WOMEN	Per 100,000 women	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), Gender Equality Observatory for Latin America and the Caribbean [online] https://oig.cepal.org/en.	nan	Latest available year	nan
S_0760	Rate of femicide	R	Regional	4	Country or Area	-71.82093277	-13.58939705	604	Peru	2018	F	Female	0.8	PER_100000_WOMEN	Per 100,000 women	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), Gender Equality Observatory for Latin America and the Caribbean [online] https://oig.cepal.org/en.	nan	Latest available year	nan
S_0760	Rate of femicide	R	Regional	4	Country or Area	-60.96529553	13.89405601	662	Saint Lucia	2017	F	Female	4.4	PER_100000_WOMEN	Per 100,000 women	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), Gender Equality Observatory for Latin America and the Caribbean [online] https://oig.cepal.org/en.	nan	Latest available year	nan
S_0760	Rate of femicide	R	Regional	4	Country or Area	-64.66224284	-16.71273412	68	Bolivia (Plurinational State of)	2018	F	Female	2.3	PER_100000_WOMEN	Per 100,000 women	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), Gender Equality Observatory for Latin America and the Caribbean [online] https://oig.cepal.org/en.	nan	Latest available year	nan
S_0760	Rate of femicide	R	Regional	4	Country or Area	-53.08432878	-10.77668561	76	Brazil	2017	F	Female	1.1	PER_100000_WOMEN	Per 100,000 women	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), Gender Equality Observatory for Latin America and the Caribbean [online] https://oig.cepal.org/en.	nan	Latest available year	nan
S_0760	Rate of femicide	R	Regional	4	Country or Area	-61.29389504	10.41877263	780	Trinidad and Tobago	2018	F	Female	3.4	PER_100000_WOMEN	Per 100,000 women	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), Gender Equality Observatory for Latin America and the Caribbean [online] https://oig.cepal.org/en.	nan	Latest available year	nan
S_0760	Rate of femicide	R	Regional	4	Country or Area	-56.01387025	-32.800283799999995	858	Uruguay	2018	F	Female	1.7	PER_100000_WOMEN	Per 100,000 women	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), Gender Equality Observatory for Latin America and the Caribbean [online] https://oig.cepal.org/en.	nan	Latest available year	nan
S_0760	Rate of femicide	R	Regional	4	Country or Area	-66.15642084	7.121324747999999	862	Venezuela (Bolivarian Republic of)	2016	F	Female	0.8	PER_100000_WOMEN	Per 100,000 women	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), Gender Equality Observatory for Latin America and the Caribbean [online] https://oig.cepal.org/en.	nan	Latest available year	nan
